Flight_ID,Flight_Status,Aircraft_ID,Destination_Airport,Departure_Airport,Departure_Time,Arrival_Time
VP326,En Route,N1754,SYD,ATQ,2024-04-10 03:57:50,2024-04-10 04:57:50
DZ814,En Route,N1116,SYD,BKK,2024-04-07 06:03:36,2024-04-07 08:03:36
CZ907,Landed,N7698,VBG,SYD,2024-04-08 13:13:30,2024-04-09 01:13:30
JK235,En Route,N5851,SYD,LGA,2024-04-06 11:38:09,2024-04-06 22:38:09
VR567,Delayed,N7198,SYD,BNA,2024-04-08 17:51:08,2024-04-09 05:51:08
UW395,En Route,N3047,SYD,DBQ,2024-04-10 23:55:04,2024-04-11 11:55:04
ZE095,Cancelled,N8391,SYD,PAM,2024-04-08 03:33:58,2024-04-08 07:33:58
HM121,Landed,N9056,OTP,SYD,2024-04-07 02:36:48,2024-04-07 10:36:48
LE994,Landed,N5113,AMS,SYD,2024-04-10 01:01:26,2024-04-10 04:01:26
PO527,En Route,N9983,SYD,LUX,2024-04-06 17:52:01,2024-04-06 21:52:01
CG813,En Route,N0821,SYD,LPA,2024-04-08 22:12:00,2024-04-09 05:12:00
XQ649,En Route,N4572,SYD,KWL,2024-04-07 20:29:19,2024-04-08 00:29:19
QK655,En Route,N8286,SYD,SNN,2024-04-07 05:07:38,2024-04-07 10:07:38
LL518,En Route,N1744,SYD,LTS,2024-04-08 14:29:57,2024-04-08 17:29:57
OM363,En Route,N8832,SYD,KAN,2024-04-07 21:32:04,2024-04-08 08:32:04
PX976,Boarding,N3176,AFW,SYD,2024-04-06 17:19:27,2024-04-07 01:19:27
VB769,En Route,N1372,SYD,MHD,2024-04-06 18:35:24,2024-04-06 20:35:24
AT686,En Route,N1082,SYD,CAG,2024-04-06 07:31:17,2024-04-06 12:31:17
XV329,Landed,N8246,ABV,SYD,2024-04-11 05:14:25,2024-04-11 11:14:25
YV315,En Route,N7162,SYD,RST,2024-04-10 09:21:07,2024-04-10 21:21:07
UM215,En Route,N5055,SYD,MHD,2024-04-08 10:49:05,2024-04-08 19:49:05
YJ732,Cancelled,N7019,SYD,SHA,2024-04-10 12:10:11,2024-04-10 23:10:11
DE612,En Route,N7268,SYD,HAM,2024-04-05 23:10:34,2024-04-06 00:10:34
IP609,Landed,N7898,WAW,SYD,2024-04-08 01:18:25,2024-04-08 02:18:25
ZR240,En Route,N3982,SYD,SCQ,2024-04-09 18:11:44,2024-04-10 06:11:44
AH325,Boarding,N2595,ALP,SYD,2024-04-10 20:15:53,2024-04-11 08:15:53
AK255,En Route,N5690,SYD,KWL,2024-04-09 23:18:46,2024-04-10 08:18:46
NT582,En Route,N6445,SYD,CMN,2024-04-06 19:06:38,2024-04-06 20:06:38
VG399,Boarding,N7951,BRE,SYD,2024-04-06 07:00:32,2024-04-06 13:00:32
LS387,En Route,N5009,SYD,LYS,2024-04-05 15:17:21,2024-04-05 16:17:21
WJ455,En Route,N6379,SYD,DOV,2024-04-09 03:33:01,2024-04-09 14:33:01
EA120,Delayed,N6597,SYD,SPI,2024-04-05 21:42:37,2024-04-06 04:42:37
ZM352,Landed,N2433,DXB,SYD,2024-04-07 19:19:42,2024-04-08 02:19:42
UU821,En Route,N7855,SYD,LTK,2024-04-06 06:32:32,2024-04-06 11:32:32
WW882,En Route,N3922,SYD,DAR,2024-04-10 22:54:28,2024-04-11 05:54:28
KP182,Delayed,N1465,BJV,SYD,2024-04-06 18:50:41,2024-04-07 01:50:41
IE211,En Route,N1570,SYD,FKB,2024-04-05 07:24:39,2024-04-05 11:24:39
FR869,Landed,N6641,OVB,SYD,2024-04-11 14:19:39,2024-04-11 15:19:39
RF048,Landed,N4237,MCF,SYD,2024-04-11 13:29:34,2024-04-11 19:29:34
VQ278,Boarding,N0777,MHD,SYD,2024-04-07 11:37:43,2024-04-07 18:37:43
CW415,Landed,N4231,CCS,SYD,2024-04-06 20:04:28,2024-04-07 08:04:28
NX056,En Route,N0983,SYD,ALP,2024-04-07 04:34:45,2024-04-07 11:34:45
HA826,En Route,N8408,SYD,DSA,2024-04-07 21:08:27,2024-04-07 23:08:27
QL142,En Route,N3704,SYD,MAD,2024-04-08 09:12:19,2024-04-08 17:12:19
VX124,En Route,N1861,SYD,DEL,2024-04-07 18:25:18,2024-04-07 22:25:18
AZ195,En Route,N0389,SYD,HER,2024-04-09 17:44:17,2024-04-10 00:44:17
CP933,En Route,N0668,SYD,OKA,2024-04-11 08:06:12,2024-04-11 12:06:12
NH536,En Route,N2841,SYD,BMI,2024-04-06 11:09:22,2024-04-06 12:09:22
II573,En Route,N3206,SYD,GSP,2024-04-09 07:00:04,2024-04-09 19:00:04
SG565,Boarding,N6672,AMM,SYD,2024-04-10 08:04:30,2024-04-10 20:04:30
JK650,Landed,N6551,OSL,SYD,2024-04-10 06:19:39,2024-04-10 12:19:39
MC849,En Route,N1182,SYD,HMN,2024-04-05 22:40:07,2024-04-06 01:40:07
JC385,En Route,N9884,SYD,LIT,2024-04-06 20:16:01,2024-04-07 00:16:01
LN091,Boarding,N0736,KGL,SYD,2024-04-09 18:04:02,2024-04-09 21:04:02
QG713,Landed,N2737,VCE,SYD,2024-04-05 01:00:57,2024-04-05 05:00:57
QH126,Delayed,N7723,DLF,SYD,2024-04-08 04:12:51,2024-04-08 15:12:51
BA797,Boarding,N3250,CJJ,SYD,2024-04-10 01:20:47,2024-04-10 10:20:47
FX132,En Route,N7230,SYD,UIO,2024-04-07 02:13:31,2024-04-07 04:13:31
YM995,Boarding,N9266,SAW,SYD,2024-04-09 12:01:22,2024-04-09 20:01:22
ST044,En Route,N4332,SYD,HAJ,2024-04-11 03:34:37,2024-04-11 10:34:37
NG011,Delayed,N6973,TCM,SYD,2024-04-05 07:02:38,2024-04-05 16:02:38
NM920,En Route,N7913,SYD,BZE,2024-04-09 13:28:50,2024-04-09 14:28:50
FB879,Boarding,N3521,AUH,SYD,2024-04-06 20:02:34,2024-04-06 21:02:34
WY892,Boarding,N5502,DAD,SYD,2024-04-05 14:07:04,2024-04-05 23:07:04
LL390,Landed,N4908,SJC,SYD,2024-04-04 23:48:51,2024-04-05 00:48:51
CC935,En Route,N1719,SYD,PMO,2024-04-08 13:04:08,2024-04-08 18:04:08
DG950,Boarding,N0299,FTW,SYD,2024-04-07 21:23:32,2024-04-08 02:23:32
TU555,En Route,N3087,SYD,OUA,2024-04-10 08:50:25,2024-04-10 18:50:25
PW161,Landed,N8862,CRK,SYD,2024-04-07 10:42:14,2024-04-07 11:42:14
KQ146,Cancelled,N1958,ORF,SYD,2024-04-09 16:53:55,2024-04-10 00:53:55
XR417,Delayed,N6752,SYD,CID,2024-04-08 01:40:12,2024-04-08 12:40:12
UX701,En Route,N2755,SYD,LGG,2024-04-07 18:15:48,2024-04-07 21:15:48
LQ991,En Route,N6915,SYD,SUU,2024-04-09 05:16:08,2024-04-09 14:16:08
RG437,Landed,N2601,CTU,SYD,2024-04-09 14:51:58,2024-04-10 02:51:58
CH273,Boarding,N5294,IKA,SYD,2024-04-10 22:29:10,2024-04-11 07:29:10
PA208,En Route,N3264,SYD,TNA,2024-04-08 15:42:56,2024-04-08 23:42:56
PB919,Landed,N8334,NAY,SYD,2024-04-04 23:17:40,2024-04-05 10:17:40
RY617,En Route,N2614,SYD,LEJ,2024-04-06 11:49:44,2024-04-06 15:49:44
AS493,Landed,N3120,SKT,SYD,2024-04-08 06:20:45,2024-04-08 15:20:45
PV377,En Route,N3766,SYD,THR,2024-04-08 19:06:45,2024-04-08 23:06:45
YH469,En Route,N8002,SYD,CVS,2024-04-06 04:07:05,2024-04-06 16:07:05
KY792,Boarding,N6314,FFD,SYD,2024-04-09 17:59:07,2024-04-10 00:59:07
IW869,Delayed,N0316,CRW,SYD,2024-04-09 18:26:54,2024-04-10 06:26:54
ID090,En Route,N4012,SYD,YHZ,2024-04-07 01:18:55,2024-04-07 06:18:55
AD994,En Route,N4138,SYD,CVG,2024-04-08 19:42:58,2024-04-09 01:42:58
VC192,Landed,N8257,CMH,SYD,2024-04-07 10:33:07,2024-04-07 22:33:07
XO327,En Route,N0186,SYD,NIM,2024-04-06 04:25:12,2024-04-06 07:25:12
MK063,Cancelled,N7717,YEG,SYD,2024-04-06 21:18:43,2024-04-07 00:18:43
GF787,Landed,N4920,BGW,SYD,2024-04-07 19:14:00,2024-04-07 22:14:00
NO840,Landed,N6924,CTU,SYD,2024-04-07 21:51:55,2024-04-08 01:51:55
QJ770,En Route,N7009,SYD,CTS,2024-04-07 12:11:58,2024-04-07 16:11:58
CT863,En Route,N8880,SYD,DOV,2024-04-10 03:50:52,2024-04-10 04:50:52
HW702,Landed,N4127,PKX,SYD,2024-04-07 06:38:52,2024-04-07 09:38:52
EB318,Cancelled,N1617,SYD,TBZ,2024-04-11 00:38:45,2024-04-11 04:38:45
SB377,Landed,N0164,SKT,SYD,2024-04-07 17:29:48,2024-04-08 04:29:48
SO579,Landed,N9583,MAO,SYD,2024-04-05 22:00:08,2024-04-06 02:00:08
SF684,Boarding,N2831,JUB,SYD,2024-04-04 22:20:41,2024-04-05 05:20:41
VZ992,En Route,N3389,SYD,TPE,2024-04-05 04:40:55,2024-04-05 06:40:55
AB850,Delayed,N6126,SYD,PMO,2024-04-11 14:51:36,2024-04-11 18:51:36
VH008,En Route,N0680,SYD,PAM,2024-04-05 06:29:20,2024-04-05 07:29:20
ZZ540,En Route,N0461,SYD,LOS,2024-04-04 17:25:32,2024-04-05 01:25:32
AK616,Landed,N4492,CDG,SYD,2024-04-11 01:42:24,2024-04-11 10:42:24
HA048,En Route,N9853,SYD,DKR,2024-04-07 10:24:14,2024-04-07 13:24:14
KC221,Delayed,N9083,SYD,HTS,2024-04-08 07:06:17,2024-04-08 15:06:17
WX419,Landed,N7422,SJJ,SYD,2024-04-05 13:29:53,2024-04-05 15:29:53
LA986,Delayed,N3936,BLQ,SYD,2024-04-09 21:42:08,2024-04-09 22:42:08
ZV485,Cancelled,N8995,SYD,BOO,2024-04-11 03:13:22,2024-04-11 08:13:22
EL291,En Route,N1239,SYD,SHO,2024-04-09 08:18:30,2024-04-09 13:18:30
VC415,Landed,N8389,AGS,SYD,2024-04-10 13:18:45,2024-04-10 17:18:45
SL127,En Route,N1709,SYD,AKL,2024-04-09 15:50:01,2024-04-09 17:50:01
LY512,En Route,N9729,SYD,HAJ,2024-04-09 11:16:50,2024-04-09 15:16:50
ST957,Landed,N9672,LAD,SYD,2024-04-09 07:53:29,2024-04-09 15:53:29
QZ770,En Route,N7826,SYD,FKB,2024-04-09 11:01:10,2024-04-09 15:01:10
ZU697,Landed,N7853,LEX,SYD,2024-04-08 14:45:04,2024-04-08 18:45:04
JH134,Boarding,N6371,TGD,SYD,2024-04-05 00:42:31,2024-04-05 07:42:31
WY219,Landed,N1538,NAY,SYD,2024-04-06 18:32:35,2024-04-07 02:32:35
AG239,Delayed,N7580,SYD,NAY,2024-04-05 15:55:54,2024-04-05 20:55:54
EY154,En Route,N4515,SYD,EMA,2024-04-07 07:30:32,2024-04-07 14:30:32
EN696,En Route,N0967,SYD,DXB,2024-04-05 01:04:04,2024-04-05 05:04:04
CK192,En Route,N0790,SYD,YEG,2024-04-09 12:09:34,2024-04-09 20:09:34
IG138,Delayed,N7545,DAM,SYD,2024-04-11 04:36:40,2024-04-11 14:36:40
PS944,Delayed,N7189,SYD,BGR,2024-04-08 17:42:51,2024-04-08 21:42:51
EZ857,En Route,N2307,SYD,REP,2024-04-06 23:58:52,2024-04-07 11:58:52
UY899,Landed,N4666,VNO,SYD,2024-04-05 21:40:35,2024-04-05 22:40:35
BE524,Boarding,N6011,CVS,SYD,2024-04-06 12:12:39,2024-04-06 21:12:39
YE186,En Route,N7433,SYD,DSM,2024-04-11 13:00:07,2024-04-11 23:00:07
SW305,Boarding,N9033,DQM,SYD,2024-04-07 10:13:38,2024-04-07 22:13:38
IK943,En Route,N9849,SYD,HRE,2024-04-09 18:37:45,2024-04-10 04:37:45
BX883,Landed,N4188,MLI,SYD,2024-04-07 21:25:35,2024-04-08 03:25:35
UE878,En Route,N5431,SYD,DAL,2024-04-08 08:16:55,2024-04-08 20:16:55
KO271,En Route,N8533,SYD,MEX,2024-04-07 17:39:43,2024-04-08 00:39:43
JW303,En Route,N4905,SYD,KHH,2024-04-05 22:24:18,2024-04-06 00:24:18
KD465,En Route,N9163,SYD,SBN,2024-04-09 03:12:25,2024-04-09 09:12:25
DU783,Landed,N5493,JED,SYD,2024-04-09 10:20:35,2024-04-09 19:20:35
BB054,En Route,N5021,SYD,RSW,2024-04-05 10:07:38,2024-04-05 19:07:38
UF115,En Route,N7332,SYD,MXP,2024-04-11 15:28:13,2024-04-11 17:28:13
LV580,En Route,N5297,SYD,MNL,2024-04-08 08:55:17,2024-04-08 19:55:17
UO420,En Route,N8348,SYD,CDG,2024-04-04 23:35:01,2024-04-05 01:35:01
KC068,En Route,N7716,SYD,TXL,2024-04-05 20:20:49,2024-04-05 21:20:49
XM949,Delayed,N7004,SYD,END,2024-04-07 22:01:39,2024-04-08 00:01:39
XG931,Delayed,N5948,SYD,POM,2024-04-08 20:46:45,2024-04-09 08:46:45
WQ191,En Route,N4424,SYD,MEX,2024-04-10 11:01:39,2024-04-10 18:01:39
NT791,En Route,N6299,SYD,SKA,2024-04-06 12:06:00,2024-04-06 14:06:00
IU866,En Route,N4149,SYD,LTX,2024-04-11 00:01:46,2024-04-11 06:01:46
VX805,Delayed,N9690,HIB,SYD,2024-04-07 09:43:10,2024-04-07 14:43:10
JB418,En Route,N7699,SYD,ADB,2024-04-06 03:43:49,2024-04-06 12:43:49
GM257,Boarding,N0903,HMO,SYD,2024-04-11 02:34:04,2024-04-11 08:34:04
FW242,En Route,N6791,SYD,TUL,2024-04-09 05:35:22,2024-04-09 14:35:22
WM285,En Route,N1047,SYD,ORK,2024-04-07 16:32:40,2024-04-07 18:32:40
QW022,Landed,N4180,CGO,SYD,2024-04-06 22:46:07,2024-04-07 05:46:07
RS662,Landed,N7979,ESB,SYD,2024-04-08 01:10:25,2024-04-08 07:10:25
XK366,En Route,N5722,SYD,PAM,2024-04-05 18:13:06,2024-04-06 06:13:06
DE360,En Route,N3740,SYD,UPG,2024-04-11 03:37:09,2024-04-11 08:37:09
UH226,En Route,N1043,SYD,KHV,2024-04-10 22:41:43,2024-04-11 01:41:43
CN949,Landed,N0476,BHX,SYD,2024-04-08 19:52:16,2024-04-09 03:52:16
EE947,Landed,N5336,GUA,SYD,2024-04-08 06:27:43,2024-04-08 18:27:43
FF029,Boarding,N9197,SSC,SYD,2024-04-06 08:15:31,2024-04-06 19:15:31
NZ531,En Route,N4911,SYD,TGD,2024-04-07 04:04:41,2024-04-07 06:04:41
FY881,En Route,N8319,SYD,RDU,2024-04-09 17:22:22,2024-04-09 21:22:22
KT928,Landed,N9284,TBS,SYD,2024-04-05 18:01:00,2024-04-05 21:01:00
NK522,Landed,N2637,KWE,SYD,2024-04-11 13:56:48,2024-04-11 17:56:48
WH591,Landed,N0298,SCQ,SYD,2024-04-06 03:02:59,2024-04-06 13:02:59
ZL525,En Route,N1652,SYD,BFS,2024-04-09 04:42:29,2024-04-09 10:42:29
AE777,En Route,N7487,SYD,OPO,2024-04-09 23:01:35,2024-04-10 05:01:35
HJ488,Delayed,N6892,SYD,SXF,2024-04-05 19:04:21,2024-04-05 22:04:21
EU444,En Route,N4659,SYD,DOV,2024-04-08 16:17:56,2024-04-09 01:17:56
JI197,Boarding,N7821,TIP,SYD,2024-04-07 18:46:51,2024-04-07 22:46:51
TR228,Delayed,N1692,SYD,MAO,2024-04-09 22:15:01,2024-04-10 03:15:01
OI063,En Route,N3934,SYD,OAK,2024-04-11 12:44:53,2024-04-12 00:44:53
JI542,Delayed,N1155,SYD,YEG,2024-04-08 13:03:19,2024-04-08 17:03:19
LU844,En Route,N0439,SYD,CAE,2024-04-06 22:08:56,2024-04-07 01:08:56
GM783,En Route,N1241,SYD,OKA,2024-04-10 09:23:15,2024-04-10 19:23:15
QE191,En Route,N7530,SYD,MDL,2024-04-08 17:24:28,2024-04-08 19:24:28
QG383,En Route,N7941,SYD,SRQ,2024-04-09 16:11:41,2024-04-10 04:11:41
AA652,En Route,N2241,SYD,OUA,2024-04-09 18:27:09,2024-04-09 21:27:09
ST985,Boarding,N1077,CAI,SYD,2024-04-11 07:56:00,2024-04-11 17:56:00
XM980,En Route,N2172,SYD,RUH,2024-04-05 02:24:51,2024-04-05 13:24:51
PQ608,En Route,N3460,SYD,UBN,2024-04-08 00:36:49,2024-04-08 05:36:49
JG404,En Route,N2560,SYD,POM,2024-04-06 15:26:02,2024-04-06 22:26:02
EI789,Boarding,N3262,SOF,SYD,2024-04-10 04:11:00,2024-04-10 14:11:00
OP470,En Route,N3866,SYD,CHC,2024-04-10 22:33:09,2024-04-11 08:33:09
FN763,Boarding,N3275,BOI,SYD,2024-04-10 07:51:44,2024-04-10 08:51:44
SL240,En Route,N0391,SYD,IND,2024-04-04 17:45:41,2024-04-05 01:45:41
NJ387,Landed,N7185,DUR,SYD,2024-04-05 02:20:20,2024-04-05 04:20:20
SX570,Boarding,N6697,UBN,SYD,2024-04-05 01:40:57,2024-04-05 06:40:57
EL318,En Route,N4018,SYD,ORF,2024-04-06 04:15:13,2024-04-06 16:15:13
FA708,Landed,N4837,JNB,SYD,2024-04-09 17:25:32,2024-04-09 19:25:32
CF725,Boarding,N4291,LIN,SYD,2024-04-11 13:03:55,2024-04-11 22:03:55
FH989,Cancelled,N2090,YOW,SYD,2024-04-04 22:53:27,2024-04-05 10:53:27
OU344,En Route,N9508,SYD,KGL,2024-04-11 06:13:25,2024-04-11 17:13:25
KX940,Cancelled,N9612,SYD,DLH,2024-04-09 08:50:47,2024-04-09 20:50:47
PG052,En Route,N3426,SYD,DWC,2024-04-06 17:14:31,2024-04-07 02:14:31
EO051,En Route,N5217,SYD,LAX,2024-04-11 07:06:48,2024-04-11 17:06:48
XD770,Boarding,N4182,FLN,SYD,2024-04-10 08:36:11,2024-04-10 09:36:11
XI814,Landed,N4761,KNH,SYD,2024-04-09 08:38:03,2024-04-09 12:38:03
LW872,Boarding,N8501,MCF,SYD,2024-04-05 12:24:50,2024-04-05 22:24:50
BS719,Boarding,N8503,HAM,SYD,2024-04-04 20:09:27,2024-04-05 07:09:27
XV062,En Route,N7618,SYD,DUB,2024-04-10 20:07:24,2024-04-11 07:07:24
XY639,Boarding,N1031,SIN,SYD,2024-04-10 08:39:05,2024-04-10 20:39:05
IH255,En Route,N0584,SYD,URC,2024-04-08 15:20:39,2024-04-09 02:20:39
BG950,En Route,N1202,SYD,SUB,2024-04-09 20:55:30,2024-04-10 02:55:30
VM942,Cancelled,N5276,SYD,TFN,2024-04-11 13:39:39,2024-04-11 19:39:39
CV398,Boarding,N3875,OUA,SYD,2024-04-06 04:24:47,2024-04-06 10:24:47
MV975,Boarding,N4774,MUC,SYD,2024-04-06 14:22:29,2024-04-06 21:22:29
UA250,En Route,N9584,SYD,GLA,2024-04-08 20:27:03,2024-04-09 07:27:03
PI206,Landed,N8138,ROC,SYD,2024-04-07 14:10:49,2024-04-08 02:10:49
RW174,Boarding,N8765,NAT,SYD,2024-04-06 16:54:16,2024-04-06 22:54:16
RV724,En Route,N0538,SYD,KIN,2024-04-08 21:57:53,2024-04-09 07:57:53
BD235,Boarding,N1560,TLS,SYD,2024-04-11 09:35:41,2024-04-11 12:35:41
BR537,Boarding,N5298,LKZ,SYD,2024-04-04 20:18:02,2024-04-05 00:18:02
UB003,En Route,N8127,SYD,TLV,2024-04-11 02:43:44,2024-04-11 06:43:44
IX898,Landed,N8426,OKA,SYD,2024-04-06 02:46:03,2024-04-06 10:46:03
WJ816,Landed,N9368,PDL,SYD,2024-04-11 15:19:40,2024-04-12 00:19:40
YZ483,Landed,N2600,SDQ,SYD,2024-04-05 18:38:41,2024-04-05 21:38:41
RV684,Landed,N8276,CKG,SYD,2024-04-10 01:47:27,2024-04-10 05:47:27
FD696,Landed,N3598,EXT,SYD,2024-04-09 07:23:21,2024-04-09 14:23:21
ZH346,En Route,N8357,SYD,BCN,2024-04-07 22:55:52,2024-04-08 01:55:52
YK303,Landed,N5638,AGP,SYD,2024-04-07 00:44:07,2024-04-07 06:44:07
AE181,En Route,N9856,SYD,STN,2024-04-06 15:07:48,2024-04-07 03:07:48
HT231,Boarding,N7653,DKR,SYD,2024-04-07 06:07:05,2024-04-07 14:07:05
KK339,En Route,N1529,SYD,TSF,2024-04-08 14:03:47,2024-04-08 23:03:47
RA617,Landed,N9302,HET,SYD,2024-04-06 10:31:37,2024-04-06 17:31:37
ZM076,Cancelled,N6449,VIE,SYD,2024-04-11 16:35:20,2024-04-12 03:35:20
SE016,En Route,N2719,SYD,DMK,2024-04-07 08:41:20,2024-04-07 16:41:20
WL532,En Route,N1423,SYD,MBS,2024-04-08 20:14:07,2024-04-09 04:14:07
YF681,Landed,N7756,JED,SYD,2024-04-11 10:07:40,2024-04-11 11:07:40
JG759,Delayed,N6841,SYD,AGS,2024-04-04 17:31:32,2024-04-04 20:31:32
MR365,Landed,N3143,ADL,SYD,2024-04-06 21:39:01,2024-04-07 01:39:01
AL214,Cancelled,N3290,SYD,HER,2024-04-11 09:35:43,2024-04-11 11:35:43
QM482,Boarding,N8243,SNA,SYD,2024-04-05 19:27:48,2024-04-05 23:27:48
ZJ118,En Route,N2597,SYD,BHM,2024-04-11 01:45:24,2024-04-11 04:45:24
PI416,Boarding,N9066,BOM,SYD,2024-04-06 01:03:37,2024-04-06 13:03:37
IC945,Landed,N1198,FIH,SYD,2024-04-08 08:38:03,2024-04-08 16:38:03
OR734,Delayed,N6319,SYD,MHZ,2024-04-05 20:07:50,2024-04-06 07:07:50
BT415,Cancelled,N4940,SYD,SPS,2024-04-11 13:09:21,2024-04-11 15:09:21
HW497,En Route,N5425,SYD,BEG,2024-04-07 02:41:47,2024-04-07 13:41:47
WR587,Cancelled,N3043,SJU,SYD,2024-04-07 17:45:09,2024-04-08 01:45:09
XF642,Boarding,N8975,TNR,SYD,2024-04-11 12:37:30,2024-04-12 00:37:30
TU491,En Route,N8471,SYD,MAN,2024-04-06 04:48:03,2024-04-06 09:48:03
UB655,En Route,N8953,SYD,LGW,2024-04-05 00:45:44,2024-04-05 10:45:44
YG071,Landed,N8350,BOI,SYD,2024-04-11 09:24:23,2024-04-11 15:24:23
FL954,Delayed,N1989,SYD,CRK,2024-04-10 16:33:45,2024-04-10 20:33:45
UD878,Boarding,N6324,ABV,SYD,2024-04-07 11:39:47,2024-04-07 14:39:47
GQ445,Landed,N0037,RST,SYD,2024-04-11 14:00:22,2024-04-11 16:00:22
DZ215,En Route,N6054,SYD,NGB,2024-04-07 13:54:56,2024-04-07 15:54:56
FQ048,Boarding,N6318,DOH,SYD,2024-04-06 00:20:11,2024-04-06 09:20:11
WH673,Landed,N5475,CAN,SYD,2024-04-09 15:45:37,2024-04-10 00:45:37
EB896,En Route,N1780,SYD,STN,2024-04-11 12:55:58,2024-04-11 18:55:58
DL399,En Route,N2894,SYD,SYX,2024-04-06 00:53:52,2024-04-06 05:53:52
QW644,Boarding,N2316,GOT,SYD,2024-04-11 15:58:52,2024-04-11 23:58:52
WE503,Landed,N2208,WRB,SYD,2024-04-08 08:35:26,2024-04-08 10:35:26
CC570,Delayed,N0188,SYD,MWX,2024-04-11 08:57:51,2024-04-11 12:57:51
KP478,Delayed,N9869,SYD,BLR,2024-04-10 19:20:50,2024-04-11 04:20:50
GD409,Boarding,N7015,SRQ,SYD,2024-04-05 05:42:38,2024-04-05 17:42:38
AU588,En Route,N5380,SYD,SHA,2024-04-05 17:40:02,2024-04-06 04:40:02
EV394,Boarding,N8098,FAI,SYD,2024-04-10 02:57:14,2024-04-10 06:57:14
LZ006,Boarding,N7400,CGY,SYD,2024-04-07 10:02:15,2024-04-07 21:02:15
FP212,En Route,N8605,SYD,CTA,2024-04-10 23:00:42,2024-04-11 01:00:42
EL372,En Route,N9629,SYD,PNH,2024-04-08 19:57:25,2024-04-09 00:57:25
KY891,Boarding,N6806,THR,SYD,2024-04-09 06:51:24,2024-04-09 18:51:24
EG979,Delayed,N3674,SYD,CEB,2024-04-05 05:44:52,2024-04-05 09:44:52
UJ191,En Route,N1513,SYD,LHR,2024-04-08 17:44:04,2024-04-08 23:44:04
LN874,En Route,N1502,SYD,LIR,2024-04-10 13:33:41,2024-04-10 15:33:41
IT438,Delayed,N4558,SYD,PVG,2024-04-05 17:32:05,2024-04-06 00:32:05
FP459,Boarding,N1413,SAW,SYD,2024-04-05 08:57:32,2024-04-05 16:57:32
JV341,Delayed,N0962,SYD,CDG,2024-04-11 08:53:29,2024-04-11 10:53:29
OU401,Landed,N9770,TLV,SYD,2024-04-05 19:31:44,2024-04-06 02:31:44
BC662,En Route,N9203,SYD,MEM,2024-04-07 11:55:31,2024-04-07 14:55:31
KB735,Boarding,N1452,VCE,SYD,2024-04-04 18:48:52,2024-04-04 22:48:52
ZN880,En Route,N8524,SYD,EBB,2024-04-06 18:05:32,2024-04-06 23:05:32
PU791,Landed,N4408,PIT,SYD,2024-04-05 10:16:59,2024-04-05 15:16:59
CS590,En Route,N1577,SYD,MLU,2024-04-10 13:00:04,2024-04-10 18:00:04
TQ513,Delayed,N4241,KUF,SYD,2024-04-09 13:59:01,2024-04-09 15:59:01
LV416,Landed,N8447,ZIA,SYD,2024-04-10 08:31:57,2024-04-10 15:31:57
HZ695,Boarding,N4643,SAW,SYD,2024-04-04 17:42:53,2024-04-04 23:42:53
EP505,Delayed,N0655,SYD,FFD,2024-04-05 09:46:22,2024-04-05 18:46:22
OI359,Landed,N5817,JAX,SYD,2024-04-05 08:02:35,2024-04-05 16:02:35
AW646,Landed,N7352,TRD,SYD,2024-04-10 00:43:25,2024-04-10 03:43:25
KK639,En Route,N3324,SYD,CAE,2024-04-07 03:57:40,2024-04-07 07:57:40
QC591,Landed,N9321,VIE,SYD,2024-04-10 16:04:13,2024-04-11 02:04:13
FA536,Landed,N7112,RNO,SYD,2024-04-10 11:14:37,2024-04-10 17:14:37
BC378,En Route,N4085,SYD,TER,2024-04-08 07:58:50,2024-04-08 16:58:50
AZ820,En Route,N5041,SYD,NAT,2024-04-07 10:20:07,2024-04-07 12:20:07
CR145,En Route,N5890,SYD,TOS,2024-04-10 05:48:22,2024-04-10 16:48:22
RR260,Boarding,N1804,VBG,SYD,2024-04-09 01:35:16,2024-04-09 04:35:16
DE037,En Route,N7149,SYD,MEM,2024-04-05 08:16:13,2024-04-05 16:16:13
DJ855,En Route,N5899,SYD,BHM,2024-04-04 19:20:30,2024-04-05 07:20:30
IR814,En Route,N0024,SYD,RDU,2024-04-08 01:35:07,2024-04-08 04:35:07
ZX218,Cancelled,N9762,SYD,NBE,2024-04-11 04:39:53,2024-04-11 06:39:53
YM677,Boarding,N0216,GOI,SYD,2024-04-07 14:37:49,2024-04-07 21:37:49
GR493,Cancelled,N9051,AAL,SYD,2024-04-10 14:34:12,2024-04-10 20:34:12
PX589,Landed,N3835,ALA,SYD,2024-04-09 02:45:38,2024-04-09 09:45:38
SC972,Landed,N3330,NUE,SYD,2024-04-09 05:43:24,2024-04-09 14:43:24
BA466,Landed,N9909,PMI,SYD,2024-04-09 00:29:54,2024-04-09 08:29:54
MV027,Boarding,N5142,AKT,SYD,2024-04-07 10:09:48,2024-04-07 22:09:48
GO245,Delayed,N2203,SYD,CCS,2024-04-07 22:42:00,2024-04-08 06:42:00
MC170,Delayed,N1820,SYD,VPS,2024-04-11 13:35:05,2024-04-11 14:35:05
VD060,Landed,N6361,SOF,SYD,2024-04-11 01:16:45,2024-04-11 08:16:45
HA395,Boarding,N9149,LED,SYD,2024-04-06 13:22:40,2024-04-06 20:22:40
